;class;message;not_stemmed;stemmed
3312;ham;HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN;hi darling how was work did you get into trouble just talked to your mum all morning i had a really good time last night im goin out soon but call me if you can;hi darl work get troubl talk mum morn realli good time last night im goin soon call
3313;ham;I know you are serving. I mean what are you doing now.;i know you are serving i mean what are you doing now;know serv mean
3314;ham;Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...;huh hyde park not in mel ah pops got confused anyway if tt s e best choice den we jug have to take it;huh hyde park mel ah pop got confus anyway tt e best choic den jug take
3315;ham;Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out;oh get that happened to me in tron maybe ill dl it in number d when its out;oh get happen tron mayb ill dl number
3316;spam;FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com;free message activate your number free text messages by replying to this message with the word free for terms conditions visit wow httpaddr;free messag activ number free text messag repli messag word free term condit visit wow httpaddr
3317;ham;I know girls always safe and selfish know i got it pa. Thank you. good night.;i know girls always safe and selfish know i got it pa thank you good night;know girl alway safe selfish know got pa thank good night
3318;ham;No worries, hope photo shoot went well. have a spiffing fun at workage. ;no worries hope photo shoot went well have a sniffing fun at workable;worri hope photo shoot went well snif fun workabl
3319;ham;I'm freezing and craving ice. Fml;i m freezing and craving ice ml;freez crave ice ml
3320;ham;Kay... Since we are out already ;kay since we are out already;kay sinc alreadi
3321;ham;Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?;eh sorry let i din c ur msg not sad already lar me watching tv now you still in office;eh sorri let din c ur msg sad alreadi lar watch tv still offic
3322;ham;Yo im right by yo work;yo im right by yo work;yo im right yo work
3323;ham;Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx;ok darling i suppose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again but you can call me httpaddr;ok darl suppos ok worri much film stuff mate babysit call httpaddr
3324;ham;She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,;she said do you mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out number minutes later wid a cake n my wife;said mind go bedroom minut ok sed sexi mood came number minut later wid cake n wife
3325;ham;I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.;i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them;wake sinc check stuff saw true avail space pl call embassi send mail
3326;ham;Nope... Juz off from work...;nope jug off from work;nope jug work
3327;ham;Huh so fast... Dat means u havent finished painting?;huh so fast dat means you havent finished painting;huh fast dat mean havent finish paint
3328;ham; what number do u live at? Is it 11?;what number do you live at is it number;number live number
3329;ham;No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore;no we put party number days a week and study lightly i think we need to draw in some custom cheekbones so they know we re hardcore;put parti number day week studi lightli think need draw custom cheekbon know hardcor
3330;ham;Sac will score big hundred.he is set batsman:-);sac will score big httpaddr is set batsman;sac score big httpaddr set batsman
3331;ham;Send me yetty's number pls.;send me betty s number pls;send betti number pl
3332;ham;How much it will cost approx . Per month.;how much it will cost approx per month;much cost approx per month
3333;ham;Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free;ok the theory test when are a going to book i think it s on number may coz thought wanna go out with iain but she int free;ok theori test go book think number may coz thought wanna go iain int free
3334;spam;You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P;you are being contacted by our dating service by someone you know to find out who it is call from a land line number poor number w number tg number p;contact date servic someon know find call land line number poor number w number tg number p
3335;ham;That's fine, have him give me a call if he knows what he wants or has any questions;that s fine have him give me a call if he knows what he wants or has any questions;fine give call know want question
3336;ham;Sorry, got a late start, we're on the way;sorry got a late start we re on the way;sorri got late start way
3337;ham;Then u go back urself lor...;then you go back ourself lor;go back ourself lor
3338;ham;I AM AT THE GAS STATION. GO THERE.;i am at the gas station go there;ga station go
3339;ham;K, if u bored up just come to my home..;k if you bored up just come to my home;k bore come home
3340;ham;Babe !!!! I LOVE YOU !!!! *covers your face in kisses*;babe i love you covers your face in kisses;babe love cover face kiss
3341;ham;Like I made him throw up when we were smoking in our friend's car one time, it was awesome;like i made him throw up when we were smoking in our friend s car one time it was awesome;like made throw smoke friend car one time awesom
3342;ham;Still i have not checked it da. . .;still i have not checked it da;still check da
3343;ham;You will go to walmart. I.ll stay.;you will go to wal-mart httpaddr stay;go wal-mart httpaddr stay
3344;ham;I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too;i haven t forgotten you i might have a couple bucks to send you tomorrow k i love ya too;forgotten might coupl buck send tomorrow k love ya
3345;ham;Oh great. I.ll disturb him more so that we can talk.;oh great httpaddr disturb him more so that we can talk;oh great httpaddr disturb talk
3346;ham;Reverse is cheating. That is not mathematics.;reverse is cheating that is not mathematics;revers cheat mathemat
3347;ham;U're welcome... Caught u using broken english again...;u re welcome caught you using broken english again;u welcom caught use broken english
3348;ham;No problem baby. Is this is a good time to talk? I called and left a message.;no problem baby is this is a good time to talk i called and left a message;problem babi good time talk call left messag
3349;ham;Sorry, I'll call later;sorry i ll call later;sorri call later
3350;ham;Oh is it! Which brand?;oh is it which brand;oh brand
3351;ham;Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.;sorry i cant take your call right now it so happens that there r number waste do wat you want she can come and ill get her medical insurance and she ll be able to deliver and have basic care i m currently shopping for the right medical insurance for her so just give me til friday morning thats when httpaddr see the major person that can guide me to the right insurance;sorri cant take call right happen r number wast wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that httpaddr see major person guid right insur
3352;ham;At what time are you coming.;at what time are you coming;time come
3353;ham;Call him and say you not coming today ok and tell them not to fool me like this ok;call him and say you not coming today ok and tell them not to fool me like this ok;call say come today ok tell fool like ok
3354;ham;I emailed yifeng my part oredi.. Can ü get it fr him..;i mailed feng my part order can a get it fr him;mail feng part order get fr
3355;ham;R u sure they'll understand that! Wine * good idea just had a slurp!;r you sure they ll understand that wine good idea just had a slurp;r sure understand wine good idea slurp
